Title,Authors,Published Year,Journal,Volume,Issue,Pages,DOI
A Systematic Review of Internet Communication Technology Use by Youth in Foster Care,"Sage, M.; Jackson, S.",2022,CHILD AND ADOLESCENT SOCIAL WORK JOURNAL,39,4,375-390,10.1007/s10560-021-00738-z
Internet Use and Resilience in Adolescents: A Systematic Review,"Sage, Melanie; Randolph, Karen; Fitch, Dale; Sage, Todd",2021,Research on Social Work Practice,31,2,171-179,http://dx.doi.org/10.1177/1049731520967409
Mobile Phone Addiction Among Children and Adolescents: A Systematic Review,"Sahu, Maya; Gandhi, Sailaxmi; Sharma, Manoj Kumar",2019,Journal of Addictions Nursing (Lippincott Williams & Wilkins),30,4,261-268,10.1097/JAN.0000000000000309
A review of correlates of physical activity of children and adolescents. / Revue des facteurs en relation avec l'activite physique chez les enfants et les adolescents,"Sallis, J. F.; Prochaska, J. J.; Taylor, W. C.",2000,Medicine & Science in Sports & Exercise,32,5,963-975,
Sedentary behavior and motor competence in children and adolescents: a review.,"Santos, Guilherme Dos; Guerra, Paulo Henrique; Milani, Suedem Andrade; Santos, Ariane Brito Diniz; Cattuzzo, Maria Teresa; Ré, Alessandro Hervaldo Nicolai",2021,Revista de saude publica,55,,57,10.11606/s1518-8787.2021055002917
A systematic review of school-based interventions to prevent risk factors associated with noncommunicable diseases,"Saraf, D. S.; Nongkynrih, B.; Pandav, C. S.; Gupta, S. K.; Shah, B.; Kapoor, S. K.; Krishnan, A.",2012,Asia-Pacific journal of public health / Asia-Pacific Academic Consortium for Public Health,24,5,733-752,
How Does Social Media Use Relate to Adolescents' Internalizing Symptoms? Conclusions from a Systematic Narrative Review,"Sarmiento, IG; Olson, C; Yeo, G; Chen, YA; Toma, CL; Brown, BB; Bellmore, A; Mares, ML",2020,ADOLESCENT RESEARCH REVIEW,5,4,381-404,10.1007/s40894-018-0095-2
"Combinations of physical activity, sedentary behaviour and sleep: relationships with health indicators in school-aged children and youth","Saunders, T. J.; Gray, C. E.; Poitras, V. J.; Chaput, J. P.; Janssen, I.; Katzmarzyk, P. T.; Olds, T.; Connor Gorber, S.; Kho, M. E.; Sampson, M.; Tremblay, M. S.; Carson, V.",2016,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",41,6 Supplement 3,S283-S293,
Timing of sedentary behaviour and access to sedentary activities in the bedroom and their association with sleep quality and duration in children and youth: a systematic review,"Saunders, T. J.; McIsaac, T.; Campbell, J.; Douillette, K.; Janssen, I.; Tomasone, J. R.; Ross-White, A.; Prince, S. A.; Chaput, J. P.",2022,Health Promot Chronic Dis Prev Can,42,4,139-149,10.24095/hpcdp.42.4.03
Does viewing violent media really cause criminal violence? A methodological review,"Savage, J.",2004,Aggression and Violent Behavior,10,1,99-128,
Social Media Use and Mental Health and Well-Being Among Adolescents - A Scoping Review.,"Schønning, Viktor; Hjetland, Gunnhild Johnsen; Aarø, Leif Edvard; Skogen, Jens Christoffer",2020,Frontiers in psychology,11,,1949,10.3389/fpsyg.2020.01949
Just-in-Time Feedback in Diet and Physical Activity Interventions: Systematic Review and Practical Design Framework,"Schembre, S. M.; Liao, Y.; Robertson, M. C.; Dunton, G. F.; Kerr, J.; Haffey, M. E.; Burnett, T.; Basen-Engquist, K.; Hicklen, R. S.",2018,Journal of Medical Internet Research,20,3,14,10.2196/jmir.8701
The potential of technology-based psychological interventions for anorexia and bulimia nervosa: a systematic review and recommendations for future research,"Schlegl, S.; Burger, C.; Schmidt, L.; Herbst, N.; Voderholzer, U.",2015,Journal of medical Internet research,17,3,e85,
"Efficacy of interventions that use apps to improve diet, physical activity and sedentary behaviour: a systematic review","Schoeppe, Stephanie; Alley, Stephanie; Van Lippevelde, Wendy; Bray, Nicola A.; Williams, Susan L.; Duncan, Mitch J.; Vandelanotte, Corneel",2016,The International Journal Of Behavioral Nutrition And Physical Activity,13,1,127-127,
"Associations of children's independent mobility and active travel with physical activity, sedentary behaviour and weight status: a systematic review","Schoeppe, Stephanie; Duncan, Mitch J.; Badland, Hannah; Oliver, Melody; Curtis, Carey",2013,Journal Of Science And Medicine In Sport,16,4,312-319,10.1016/j.jsams.2012.11.001
Youth mental health interventions via mobile phones: a scoping review,"Seko, Y.; Kidd, S.; Wiljer, D.; McKenzie, K.",2014,"Cyberpsychology, behavior and social networking",17,9,591-602,
Social media and adolescent psychosocial development: a systematic review,"Senekal, J. S.; Groenewald, G. R.; Wolfaardt, L.; Jansen, C.; Williams, K.",,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,,,,10.1177/00812463221119302
Mobile phone applications to overcome malnutrition among preschoolers: a systematic review,"Seyyedi, Navisa; Rahimi, Bahlol; Farrokh Eslamlou, Hamid Reza; Timpka, Toomas; Lotfnezhad Afshar, Hadi",2019,BMC Medical Informatics & Decision Making,19,1,N.PAG-N.PAG,10.1186/s12911-019-0803-2
"Technology-Based Interventions, Assessments, and Solutions for Safe Driving Training for Adolescents: Rapid Review","Sezgin, Emre; Lin, Simon",2019,JMIR mHealth and uHealth,7,1,e11942,10.2196/11942
The Effects of Video Games on Cognition and Brain Structure: Potential Implications for Neuropsychiatric Disorders,"Shams, T. A.; Foussias, G.; Zawadzki, J. A.; Marshe, V. S.; Siddiqui, I.; Muller, D. J.; Wong, A. H. C.",2015,Current Psychiatry Reports,17,9,,
Adolescent Social Media Use and Well-Being: A Systematic Review and Thematic Meta-synthesis,"Shankleman, M; Hammond, L; Jones, FW",2021,ADOLESCENT RESEARCH REVIEW,6,4,471-492,10.1007/s40894-021-00154-5
Association between sedentary behavior and obesity in school-age children in China: A systematic review of evidence,"Shao, Tianyi; Wang, Lijuan; Chen, Huan ",2020,Current Pharmaceutical Design,26,39,5012-5060,http://dx.doi.org/10.2174/1381612826666200707132328
A systematic review to assess interventions delivered by mobile phones in improving adherence to oral hygiene advice for children and adolescents,"Sharif, M. O.; Newton, T.; Cunningham, S. J.",2019,British dental journal,227,5,375-382,http://dx.doi.org/10.1038/s41415-019-0660-5
"Health Education Serious Games Targeting Health Care Providers, Patients, and Public Health Users: Scoping Review","Sharifzadeh, N.; Kharrazi, H.; Nazari, E.; Tabesh, H.; Khodabandeh, M. E.; Heidari, S.; Tara, M.",2020,JMIR Serious Games,8,1,,10.2196/13459
Improving girls' perception of computer science as a viable career option through game playing and design: Lessons from a systematic literature review,"Sharma, K; Torrado, JC; Gomez, J; Jaccheri, L",2021,ENTERTAINMENT COMPUTING,36,,,10.1016/j.entcom.2020.100387
Designing effective health education interventions for preventing obesity in South Asian Americans,"Sharma, M.",2006,Californian Journal of Health Promotion,4,1,119-128,
School-based interventions for childhood and adolescent obesity,"Sharma, M.",2006,Obesity Reviews,7,3,261-269,
Influence of social media on mental health: A systematic review,"Sharma, Manoj Kumar; John, Nisha; Sahu, Maya",2020,Current Opinion in Psychiatry,33,5,467-475,
Short message service (SMS) text messaging as an intervention medium for weight loss: A literature review,"Shaw, R.; Bosworth, H.",2012,Health informatics journal,18,4,235-250,
"Screen time, dietary patterns and intake of potentially cariogenic food in children: A systematic review","Shqair, Ayah Qassem; Pauli, Laís Anschau; Costa, Vanessa Polina Pereira; Cenci, Maximiliano; Goettems, Marília Leão",2019,Journal of dentistry,86,,17-26,10.1016/j.jdent.2019.06.004
Interventions for dyslexia in Brazil: a scoping review discussed within the perspective of international best practice,"Signor, R.; Claessen, M.; Leitao, S.",,Australian Journal of Learning Difficulties,,,,10.1080/19404158.2019.1709216
The Association between Screen Time and Attention in Children: A Systematic Review,"Silva Santos, Renata Maria; Camila Guimarães, Mendes; Débora Marques, Miranda; Romano-Silva, Marco Aurélio",2022,Developmental Neuropsychology,47,4,175-192,https://doi.org/10.1080/87565641.2022.2064863
High blood pressure combined with sedentary behavior in young people: A systematic review,"Silveira, L. S.; Inoue, D. S.; Da Silva, J. M. R.; Cayres, S. U.; Christofaro, D. G. D.",2016,Current Hypertension Reviews,12,3,215-221,
Efficacy of anti-tobacco mass media campaigns on adolescent tobacco use,"Silver, M. Z.",2001,Pediatric nursing,27,3,293-296,
Adolescents' Use of the Internet for Sex Education: A Thematic and Critical Review of the Literature,"Simon, Laura; Daneback, Kristian",2013,International Journal of Sexual Health,25,4,305-319,http://dx.doi.org/10.1080/19317611.2013.823899
Social Media and Children's and Adolescents' Diets: A Systematic Review of the Underlying Social and Physiological Mechanisms,"Sina, E.; Boakye, D.; Christianson, L.; Ahrens, W.; Hebestreit, A.",2022,ADVANCES IN NUTRITION,13,3,913-937,10.1093/advances/nmac018
"Self-harm and suicide among children and adolescents in Hong Kong: A review of prevalence, risk factors, and prevention strategies","Siu, Andrew M. H.",2019,Journal of Adolescent Health,64,"6, Suppl",S59-S64,10.1016/j.jadohealth.2018.10.004
Determinants of dietary behavior among youth: An umbrella review,"Sleddens, E. F. C.; Kroeze, W.; Kohl, L. F. M.; Bolten, L. M.; Velema, E.; Kaspers, P. J.; Brug, J.; Kremers, S. P. J.",2015,International Journal of Behavioral Nutrition and Physical Activity,12 (1) (no pagination),7,,
Screen Media and Autism Spectrum Disorder: A Systematic Literature Review,"Slobodin, O.; Heffler, K. F.; Davidovitch, M.",2019,Journal of developmental and behavioral pediatrics : JDBP,40,4,303-311,http://dx.doi.org/10.1097/DBP.0000000000000654
Telepsychology outcome research with children and adolescents: A review of the literature,"Slone, Norah C.; Reese, Robert J.; McClellan, Michael J.",2012,Psychological Services,9,3,272-292,10.1037/a0027607
The Playing Brain. The Impact of Video Games on Cognition and Behavior in Pediatric Age at the Time of Lockdown: A Systematic Review.,"Smirni, Daniela; Garufo, Elide; Di Falco, Luca; Lavanco, Gioacchino",2021,Pediatric reports,13,3,401-415,10.3390/pediatric13030047
Mobile phone-based interventions for improving contraception use,"Smith, Chris; Gold, Judy; Ngo, Thoai D.; Sumpter, Colin; Free, Caroline",2015,The Cochrane Database Of Systematic Reviews,,6,CD011159,10.1002/14651858.CD011159.pub2
Back pain in the young: A review of studies conducted among school children and university students,"Smith, D. R.; Leggat, P. A.",2007,Current Pediatric Reviews,3,1,69-77,
"The effect of alcohol advertising, marketing and portrayal on drinking behaviour in young people: systematic review of prospective cohort studies","Smith, L. A.; Foxcroft, D. R.",2009,BMC public health,9,,51,
"Food Marketing Influences Children's Attitudes, Preferences and Consumption: A Systematic Critical Review","Smith, Rachel; Kelly, Bridget; Yeatman, Heather; Boyland, Emma",2019,Nutrients,11,4,875,10.3390/nu11040875
Beyond food promotion: A systematic review on the influence of the food industry on obesity-related dietary behaviour among children,"Sonntag, D.; Schneider, S.; Mdege, N.; Ali, S.; Schmidt, B.",2015,Nutrients,7,10,8565-8576,
USE OF INFORMATION AND COMMUNI CATION TECHNOLOGIES IN HEALTH EDUCATION FOR ADOLESCENTS: INTEGRATIVE REVIEW,"Souza Pinto, Agnes Caroline; Fernandes Scopacasa, Lígia; de Araújo Lira Bezerra, Luiza Luana; Vital Pedrosa, Jefferson; da Costa Pinheiro, Patrícia Neyva",2017,Journal of Nursing UFPE / Revista de Enfermagem UFPE,11,2,634-644,10.5205/reuol.10263-91568-1-RV.1102201719
Mass media interventions for preventing smoking in young people,"Sowden, A. J.; Arblaster, L.",2000,Cochrane database of systematic reviews (Online),,2,CD001006,
Agency of Autistic Children in Technology Research-A Critical Literature Review,"Spiel, K.; Frauenberger, C.; Keyes, O.; Fitzpatrick, G.",2019,Acm Transactions on Computer-Human Interaction,26,6,,10.1145/3344919
Research on unhealthy food and beverages advertising targeting children: Systematic literature review and directions for future research,"Srivastava, R.; Gupta, P.",2022,AUSTRALIAN JOURNAL OF MANAGEMENT,47,4,749-772,10.1177/03128962211059579
Behavior Change Techniques and Delivery Modes in Interventions Targeting Adolescent Gambling: A Systematic Review,"St Quinton, T.; Morris, B.; Pickering, D.; Smith, D. M.",2022,J Gambl Stud,,,Jan-26,10.1007/s10899-022-10108-8
Media impacts on suicide: A quantitative review of 293 findings,"Stack, S.",2000,Social Science Quarterly,81,4,957-971,
Correlates of children's time-specific physical activity: a review of the literature,"Stanley, Rebecca M.; Ridley, Kate; Dollman, James",2012,The International Journal Of Behavioral Nutrition And Physical Activity,9,,50-50,10.1186/1479-5868-9-50
Computer-Based and Online Therapy for Depression and Anxiety in Children and Adolescents,"Stasiak, Karolina; Fleming, Theresa; Lucassen, Mathijs F. G.; Shepherd, Matthew J.; Whittaker, Robyn; Merry, Sally N.",2016,Journal Of Child And Adolescent Psychopharmacology,26,3,235-245,10.1089/cap.2015.0029
Mobile phone interventions to increase physical activity and reduce weight: a systematic review,"Stephens, Janna; Allen, Jerilyn",2013,The Journal of cardiovascular nursing,28,4,320,
Computer-assisted instruction to enhance the reading comprehension of struggling readers: A review of the literature,"Stetter, Maria Earman; Hughes, Marie Tejero",2010,Journal of Special Education Technology,25,4,Jan-16,
Obesity prevention interventions for middle school-age children of ethnic minority: a review of the literature (Structured abstract),"Stevens, C. J.",2010,Journal for Specialists in Pediatric Nursing,15,3,233-243,
Facilitating requesting skills using high-tech augmentative and alternative communication devices with individuals with autism spectrum disorders: A systematic review,"Still, K.; Rehfeldt, R. A.; Whelan, R.; May, R.; Dymond, S.",2014,Research in Autism Spectrum Disorders,8,9,1184-1199,
Media Use Among Children and Adolescents with Autism Spectrum Disorder: a Systematic Review,"Stiller, Anja; Mößle, Thomas",2018,Review Journal of Autism and Developmental Disorders,5,3,227-246,http://dx.doi.org/10.1007/s40489-018-0135-7
"Internet addiction, media use, and difficulties associated with sleeping in adolescents","Stockburger, Stephanie J.; Omar, Hatim A.",2013,International Journal of Child & Adolescent Health,6,4,459-463,
Evidence-based guidelines for wise use of electronic games by children,"Straker, L.; Abbott, R.; Collins, R.; Campbell, A.",2014,Ergonomics,57,4,471-489,
Using social network methodology to examine the effects of exposure to alcohol-related social media content on alcohol use: A critical review,"Strowger, Megan; Braitman, Abby L.",2022,Experimental and Clinical Psychopharmacology,,,,10.1037/pha0000561
"The Acceptability of E-mental Health Services for Children, Adolescents, and Young Adults: A Systematic Search and Review","Struthers, Ashley; Charette, Catherine; Bapuji, Sunita Bayyavarapu; Winters, Shannon; Ye, Xibiao; Metge, Colleen; Kreindler, Sara; Raynard, Melissa; Lemaire, Jacqueline; Synyshyn, Margaret; Sutherland, Karen",2015,Canadian Journal of Community Mental Health,34,2,Jan-21,10.7870/cjcmh-2015-006
"Effects of Videogaming on the Physical, Mental Health, and Cognitive Function of People with Intellectual Disability: A Systematic Review of Randomized Controlled Trials","Suarez-Iglesias, D; Martinez-de-Quel, O; Moldes, JRM; Perez, CA",2021,GAMES FOR HEALTH JOURNAL,10,5,295-313,10.1089/g4h.2020.0138
Results from Nepal's 2018 Report Card on Physical Activity for Children and Youth,"Subedi, Narayan; Paudel, Susan; Nepal, Sudip; Karki, Ashmita; Magar, Mahendra; Mehata, Suresh; Lee, Eun-Young",2020,Journal of exercise science and fitness,18,2,74-79,10.1016/j.jesf.2020.02.001
Consequences of Play: A Systematic Review of the Effects of Online Gaming,"Sublette, V. A.; Mullan, B.",2012,International Journal of Mental Health and Addiction,10,1,Mar-23,
Sedentary behavior and indicators of mental health in school-aged children and adolescents: A systematic review,"Suchert, V.; Hanewinkel, R.; Isensee, B.",2015,Preventive Medicine,76,,48-57,
Relationships between indices of sedentary behavior and hedonic well-being: A scoping review,"Sui, WY; Sui, A; Prapavessis, H",2021,PSYCHOLOGY OF SPORT AND EXERCISE,54,,,10.1016/j.psychsport.2021.101920
The Role of Exergaming in Improving Physical Activity: A Review,"Sween, J.; Wallington, S. F.; Sheppard, V.; Taylor, T.; Llanos, A. A.; Adams-Campbell, L. L.",2014,Journal of Physical Activity & Health,11,4,864-870,
Screen use during food consumption: Does it cause increased food intake? A systematic review,"Tabares-Tabares, Marcela; Aznar, Luis A Moreno; Aguilera-Cervantes, Virginia Gabriela; León-Landa, Edgar; López-Espinoza, Antonio",2022,Appetite,,,105928,
A review of research on phone addiction amongst children and adolescents in Hong Kong,"Tak Yan, Lee; Busiol, Diego",2016,International Journal of Child & Adolescent Health,9,4,433-442,
Impact of Technology and School-Based Nutrition Education Programs on Nutrition Knowledge and Behavior during Adolescence--A Systematic Review,"Tallon, J. M.; Saavedra Dias, R.; Costa, A. M.; Leitão, J. C.; Barros, A.; Rodrigues, V.; Monteiro, M. J.; Almeida, A.; Narciso, J.; Silva, A. J.",2021,Scandinavian Journal of Educational Research,65,1,169-180,
Effects of information and communication technology on the quality of family relationships: A systematic review,"Tammisalo, Kristiina; Rotkirch, Anna",2022,Journal of Social and Personal Relationships,39,9,2724-2765,https://doi.org/10.1177/02654075221087942
The relationship between screen time and mental health in young people: A systematic review of longitudinal studies.,"Tang, Samantha; Werner-Seidler, Aliza; Torok, Michelle; Mackinnon, Andrew J; Christensen, Helen",2021,Clinical psychology review,86,,102021,10.1016/j.cpr.2021.102021
Energy balance-related behaviours associated with overweight and obesity in preschool children: a systematic review of prospective studies,"te Velde, S. J.; van Nassau, F.; Uijtdewilligen, L.; van Stralen, M. M.; Cardon, G.; De Craemer, M.; Manios, Y.; Brug, J.; Chinapaw, M. J.",2012,Obes Rev,13 Suppl 1,,56-74,10.1111/j.1467-789X.2011.00960.x
"African American Adolescents and Young Adults, New Media, and Sexual Health: Scoping Review.","Teadt, Sierra; Burns, Jade C; Montgomery, Tiffany M; Darbes, Lynae",2020,JMIR mHealth and uHealth,8,10,e19459,10.2196/19459
Use of theory in computer-based interventions to reduce alcohol use among adolescents and young adults: a systematic review,"Tebb, K. P.; Erenrich, R. K.; Jasik, C. B.; Berna, M. S.; Lester, J. C.; Ozer, E. M.",2016,BMC public health,16,,517,
Correlates of Sedentary Behavior in Children and Adolescents Aged 7-18: A Systematic Review,"Temmel, C. P.; Rhodes, R. E.",2013,Annals of Behavioral Medicine,45,,S287-S287,
Supporting Secondary School Students' Reading Comprehension in Computer Environments: A Systematic Review,"ter Beek, Marlies; Brummer, Leonie; Donker, Anouk S.; Opdenakker, Marie-Christine J. L.",2018,Journal of Computer Assisted Learning,34,5,557-566,http://dx.doi.org/10.1111/jcal.12260
The association between sedentary behaviour and risk of anxiety: a systematic review,"Teychenne, M.; Costigan, S. A.; Parker, K.",2015,BMC public health,15,,513,
A systematic review for the effects of television viewing by infants and preschoolers,"Thakkar, R. R.; Garrison, M. M.; Christakis, D. A.",2006,Pediatrics,118,5,2025-2031,
Musculoskeletal disorders in video gamers - a systematic review,"Tholl, C.; Bickmann, P.; Wechsler, K.; Frobose, I.; Grieben, C.",2022,BMC MUSCULOSKELETAL DISORDERS,23,1,,10.1186/s12891-022-05614-0
Mobile phone use and mental health-a review,"Thomee, S.",2018,Occupational and Environmental Medicine,75,Supplement 2,A582-A583,http://dx.doi.org/10.1136/oemed-2018-ICOHabstracts.1642
The role of recreational online activities in school-based screen time sedentary behaviour interventions for adolescents: A systematic and critical literature review,"Throuvala, Melina A.; Griffiths, Mark D.; Rennoldson, Mike; Kuss, Daria J.",2020,International Journal of Mental Health and Addiction,,,,10.1007/s11469-019-00213-y
The role of recreational online activities in school-based screen time sedentary behaviour interventions for adolescents: A systematic and critical literature review,"Throuvala, Melina A.; Griffiths, Mark D.; Rennoldson, Mike; Kuss, Daria J.",2021,International Journal of Mental Health and Addiction,19,4,1065-1115,10.1007/s11469-019-00213-y
Following you home from school: A critical review and synthesis of research on cyberbullying victimization,"Tokunaga, Robert S",2010,Computers in Human Behavior,26,3,277-287,
Social media use for deaf and hard of hearing students in educational settings: a systematic review of literature,"Toofaninejad, E.; Zavaraki, E. Z.; Dawson, S.; Poquet, O.; Daramadi, P. S.",2017,Deafness & Education International,19,3-Apr,144-161,10.1080/14643154.2017.1411874
Effectiveness of online and blended learning from schools: A systematic review,"Topping, K. J.; Douglas, W.; Robertson, D.; Ferguson, N.",2022,REVIEW OF EDUCATION,10,2,,10.1002/rev3.3353
A systematic review of physical-digital play technology and developmentally relevant child behaviour,"Torres, Pablo E.; Ulrich, Philip I. N.; Cucuiat, Veronica; Mutlu, Cukurova; Maria Fercovic De la, Presa; Luckin, Rose; Carr, Amanda; Thomas, Dylan; Durrant, Abigail; Vines, John; Lawson, Shaun",2021,,,,,http://dx.doi.org/10.1016/j.ijcci.2021.100323
"Evidence-based guidelines for the informal use of computers by children to promote the development of academic, cognitive and social skills","Tran, P.; Subrahmanyam, K.",2013,Ergonomics,56,9,1349-1362,
Screen time and adiposity among children and adolescents: a systematic review,"Tripathi, M.; Mishra, S. K.",2019,Journal of Public Health (Germany),,,,http://dx.doi.org/10.1007/s10389-019-01043-x
Screen time and adiposity among children and adolescents: a systematic review.,"Tripathi, Madhvi; Mishra, Shailendra Kumar",2020,Journal of Public Health (09431853),28,3,227-244,10.1007/s10389-019-01043-x
An integrative review of coping related to problematic computer use in adolescence,"Trnka, R.; Martinkova, Z.; Tavel, P.",2016,International journal of public health,61,3,317-327,
Lights Out! The Body Needs Sleep: Electronic Devices and Sleep Deficiency.,"Tsouklidis, Nicholas; Tallaj, Nayibeth; Tallaj, Yinabeth; Heindl, Stacey E",2020,Cureus,12,7,e9292,10.7759/cureus.9292
Mobile health for pediatric weight management: Systematic scoping review,"Tully, Louise; Burls, Amanda; Sorensen, Jan; El-Moslemany, Riyad; O'Malley, Grace",2020,JMIR mHealth and uHealth,8,6,,10.2196/16214
Prevention and treatment of pediatric obesity using mobile and wireless technologies: a systematic review,"Turner, T.; Spruijt-Metz, D.; Wen, C. K. F.; Hingle, M. D.",2015,Pediatric Obesity,10,6,403-409,10.1111/ijpo.12002
The influence of physical activity and eating behaviour on body mass index in children and adolescents: A review the literature,"Uchoa, F. M.; Lustosa, R. P.; Andrade, J. C.; Godinho, W. N.; Aranha, A. M.; Deana, N. F.; Alves, N.",2019,Revista Chilena De Nutricion,46,3,343-351,10.4067/s0717-75182019000300343
Exergames in Childhood Obesity Treatment: A Systematic Review.,"Valeriani, Federica; Protano, Carmela; Marotta, Daniela; Liguori, Giorgio; Romano Spica, Vincenzo; Valerio, Giuliana; Vitali, Matteo; Gallè, Francesca",2021,International journal of environmental research and public health,18,9,,10.3390/ijerph18094938
"Diagnosis, treatment and prevention of pediatric obesity: Consensus position statement of the Italian Society for Pediatric Endocrinology and Diabetology and the Italian Society of Pediatrics","Valerio, G.; Maffeis, C.; Saggese, G.; Ambruzzi, M. A.; Balsamo, A.; Bellone, S.; Bergamini, M.; Bernasconi, S.; Bona, G.; Calcaterra, V.; Canali, T.; Caroli, M.; Chiarelli, F.; Corciulo, N.; Crino, A.; Di Bonito, P.; Di Pietrantonio, V.; Di Pietro, M.; Di Sessa, A.; Diamanti, A.; Doria, M.; Fintini, D.; Franceschi, R.; Franzese, A.; Giussani, M.; Grugni, G.; Iafusco, D.; Iughetti, L.; Lamborghini, A.; Licenziati, M. R.; Limauro, R.; Maltoni, G.; Manco, M.; Reggiani, L. M.; Marcovecchio, L.; Marsciani, A.; Del Giudice, E. M.; Morandi, A.; Morino, G.; Moro, B.; Nobili, V.; Perrone, L.; Picca, M.; Pietrobelli, A.; Privitera, F.; Purromuto, S.; Ragusa, L.; Ricotti, R.; Santamaria, F.; Sartori, C.; Stilli, S.; Street, M. E.; Tanas, R.; Trifiro, G.; Umano, G. R.; Vania, A.; Verduci, E.; Zito, E.",2018,Italian journal of pediatrics,44,1,88,http://dx.doi.org/10.1186/s13052-018-0525-6
"Online communication among adolescents: An integrated model of its attraction, opportunities, and risks","Valkenburg, P. M.; Peter, J.",2011,Journal of Adolescent Health,48,2,121-127,
Influence of TV on daydreaming and creative imagination: a review of research,"Valkenburg, P. M.; van der Voort, T. H.",1994,Psychological bulletin,116,2,316-339,
Towards an understanding of social media use in the classroom: a literature review,"Van Den Beemt, Antoine; Thurlings, Marieke; Willems, Myrthe",2020,"Technology, Pedagogy & Education",29,1,35-55,10.1080/1475939X.2019.1695657
The consequences of media multitasking for youth: A review,"van der Schuur, W. A.; Baumgartner, S. E.; Sumter, S. R.; Valkenburg, P. M.",2015,Computers in Human Behavior,53,,204-215,
Personalization in Game Design for Healthcare: a Literature Review on its Definitions and Effects,"van Dooren, M. M. M.; Visch, V. T.; Spijkerman, R.; Goossens, R. H. M.; Hendriks, V. M.",2016,International Journal of Serious Games,3,4,Mar-28,
"The association between adolescent sexting, psychosocial difficulties, and risk behavior: integrative review","Van Ouytsel, J.; Walrave, M.; Ponnet, K.; Heirman, W.",2015,The Journal of school nursing : the official publication of the National Association of School Nurses,31,1,54-69,
Televisions Impact on Fantasy Play - a Review of Research,"Vandervoort, T. H. A.; Valkenburg, P. M.",1994,Developmental Review,14,1,27-51,
School-Based Physical Activity Interventions in Children and Adolescents: A Systematic Review,"Vaquero-Solis, M.; Gallego, D. I.; Tapia-Serrano, M. A.; Pulido, J. J.; Sanchez-Miguel, P. A.",2020,International journal of environmental research and public health,17,3,,10.3390/ijerph17030999
Effectiveness of educational technology in early mathematics education: A systematic literature review,"Verbruggen, Sandy; Depaepe, Fien; Torbeyns, Joke",2021,International Journal of Child-Computer Interaction,27,,Jan-26,10.1016/j.ijcci.2020.100220
Computer-supported early literacy intervention effects in preschool and kindergarten: A meta-analysis.,"Verhoeven, Ludo; Voeten, Marinus; van Setten, Ellie; Segers, Eliane",2020,Educational Research Review,30,,N.PAG-N.PAG,
Learning Mathematics in Metacognitively Oriented ICT-Based Learning Environments: A Systematic Review of the Literature,"Verschaffel, Lieven; Depaepe, Fien; Mevarech, Zemira",2019,Education Research International,,,Jan-19,10.1155/2019/3402035
Social media use and depression in adolescents: a scoping review,"Vidal, Carol; Lhaksampa, Tenzin; Miller, Leslie; Platt, Rheanna",2020,International Review of Psychiatry,32,3,235-253,10.1080/09540261.2020.1720623
Videogames for Emotion Regulation: A Systematic Review,"Villani, D.; Carissoli, C.; Triberti, S.; Marchetti, A.; Gilli, G.; Riva, G.",2018,Games for Health Journal,7,2,85-99,10.1089/g4h.2017.0108
Promotion of Healthy Nutrition and Physical Activity Lifestyles for Teenagers: A Systematic Literature Review of The Current Methodologies,"Villasana, M. V.; Pires, I. M.; Sa, J.; Garcia, N. M.; Zdravevski, E.; Chorbev, I.; Lameski, P.; Florez-Revuelta, F.",2020,Journal of Personalized Medicine,10,1,,10.3390/jpm10010012
Mobile phone messaging for preventive health care,"Vodopivec-Jamsek, V.; de Jongh, T.; Gurol-Urganci, I.; Atun, R.; Car, J.",2012,Cochrane database of systematic reviews (Online),12,,CD007457,
New digital media interventions for sexual health promotion among young people: a systematic review,"Wadham, Erin; Green, Clare; Debattista, Joseph; Somerset, Shawn; Sav, Adem",2019,Sexual Health (Online),16,2,101-123,http://dx.doi.org/10.1071/SH18127
The use of innovative computer technology for teaching social communication to individuals with autism spectrum disorders,"Wainer, A. L.; Ingersoll, B. R.",2011,Research in Autism Spectrum Disorders,5,1,96-107,
Use of mass media campaigns to change health behaviour,"Wakefield, M. A.; Loken, B.; Hornik, R. C.",2010,The Lancet,376,9748,1261-1271,
A review of computer and Internet-based interventions for smoking behavior,"Walters, Scott T.; Wright, Jo Anne; Shegog, Ross",2006,Addictive Behaviors,31,2,264-277,
Understanding the role of entertainment media in the sexual socialization of American youth: A review of empirical research,"Ward, L. M.",2003,Developmental Review,23,3,347-388,
"Media and Sexualization: State of Empirical Research, 1995-2015","Ward, L. M.",2016,Journal of Sex Research,53,4-May,560-577,
Entertainment media's role in the sexual socialization of Western youth: A review of research from 2000-2017,"Ward, L. Monique; Moorman, Jessica D.; Grower, Petal; Lamb, Sharon; Gilbert, Jen",2019,The Cambridge handbook of sexual development: Childhood and adolescence.,,,395-418,
Research Synthesis on Effective Teaching Practices for English Language Learners. Publication Series,"Waxman, Hersh C.; Tellez, Kip",2002,,,,56,
"Effectiveness of Work, Activities of Daily Living, Education, and Sleep Interventions for People With Autism Spectrum Disorder: A Systematic Review","Weaver, L. L.",2015,American Journal of Occupational Therapy,69,5,,
